"SEUCI","COUNTRY","ORDER_AMOUNT","UNIT_AMOUNT"
NQJZJQLQM5CH5XXK,PE,22,23
NRXDCBK7T9PR43WW,PE,31,25
NRY0L7T2K9E5MBX3,PE,24,13
NTXIEWT72ET14C6Z,PE,37,17
NUSTNUP4J2QLMVOI,PE,12,59
NUXBI26KSWGFPJBD,PE,16,64
NWN7D2M9DDA1SXXI,PE,8,56
NYXS584QXRP0G0KX,PE,10,67
NZ8QCZYMK2R69RWW,PE,20,63
O1EA2C2HBC0EI5SD,PE,23,44
O42SS804TKW3IKI8,PE,27,132
OAXZ12D2XEPNEAIM,PE,88,42
OBQV1VJ9K3KIS3BO,PE,18,89
OEBQFVV7BIDKKX47,PE,13,59
OI0DFW2OWIENLWAZ,PE,16,108
OQI7YBWYQ965QTWZ,PE,12,61
OXG5V5YGMH2598JG,PE,30,60
OZ32LS2YQKBUP8C6,PE,10,75
P0A2PNXO2U1JXLEV,PE,20,54
P6UHNJY50O17LOKZ,PE,11,50
PASCZF4Y3UVQMK0E,PE,96,31
PE4TQ8NFOVZ229JD,PE,77,31
PGC5LFIFWHBJIUWK,PE,30,54
PJL3I7O7R948YNWV,PE,17,71
PN55C2H5GCFM5793,PE,22,41
POFDU1XJYSZ2SDFT,PE,13,60
PS4DCBAWQONCUGON,PE,6,61
PUV9I1EEJEFDW3XR,PE,23,40
PXG1OKPTLAQ21N57,PE,31,36
Q0CEIHAR9WV2BNH7,PE,22,61
Q5YOLYFPOWKE7A22,PE,14,51
Q6HEYBTEFKH60M3K,PE,15,52
Q7TUB21GX5FAN5VY,PE,7,50
Q9LAI4WINYYOCVPB,PE,5,60
QERQETW5S8HJ4REP,PE,45,45
QETJF9KU4XIZU41B,PE,22,74
QGLZHYFK5WN0S3A0,PE,4,64
QQY83E06E8EBV7I9,PE,26,25
QYT5Q2CZ1CPX1KZY,PE,27,62
R6WSDWV7QSLJWC8C,PE,24,22
R873UK6EKM2SE3I9,PE,15,75
R89EA10DYCXT93FE,PE,24,65
RBH9VC4WXEQWEP71,PE,19,64
RG6NVXKZ39F4FQAA,PE,50,164
RGZSEDDMW9HKQP9K,PE,31,16
RISYJ3DP60KOA2RV,PE,32,179
RMBE3WA7MN0P5OCF,PE,5,50
ROZRU63ES4I7E9UK,PE,11,56
RPMU37AIKJWXX8FK,PE,15,51
RR3V9T6HZFAIESF4,PE,4,63
RVQSGBPO0P35P1B4,PE,14,57
RX6LDR9Z2G5ZWT71,PE,11,61
S3AA7HHZL7MCO4RJ,PE,12,52
S3OS3NJACVU0T2WS,PE,8,54
S4Q5M8YASEIY67E3,PE,21,6
S9MIAG001KJUK5EK,PE,10,54
SAEG1UHP5DX89QV2,PE,10,55
SRDLKQ3JJ8BIIA4I,PE,12,60
SRR49IZN6NLR1TBD,PE,22,53
SYUC52FUE3EUMOA4,PE,17,74
T1H90PWPW1IQI7PS,PE,9,80
T3EHNUL9WX998DIO,PE,23,46
T3VFNY5EK7WNHBU5,PE,23,25
T43JH5K81UGK8AY4,PE,59,22
T4TQC6VWVNUIG84G,PE,24,10
T9HD7HMATLZ9IA30,PE,18,114
TCEHJY8BVLZUJY8D,PE,25,101
TDWIH131BTXSYFEN,PE,19,62
TFTIVXXMMFDE51X6,PE,26,49
TKFU6O22ZZ0VEWN7,PE,23,6
TLWIJLRYPZ1Y677N,PE,13,52
TPNF83U6DPMZAEHJ,PE,24,62
TZTMMLIIROBXV22E,PE,62,27
TZVC1UOD7IRJGGE8,PE,8,51
U4212MJKQUBN9Z0B,PE,21,33
U4OKPMAICN7B8Z27,PE,11,50
U5ESMTNH8YO21A4Z,PE,17,78
UD47YA1OAIY46554,PE,24,32
UDY232ZDD5KFYSFD,PE,16,124
UETJS43CRUMVO3M0,PE,62,63
UJ0VY3CA2I729Z6L,PE,12,135
UJXZ8SZABGYRGP4F,PE,9,51
UO2P879YSK0KBNAP,PE,29,194
UO7JM1GYLPHM1ACG,PE,11,89
UYXG9QXGN5O1EK27,PE,10,71
V9EIAZP1QH6PCBH2,PE,35,12
VA5XPT65GK1GB5QM,PE,21,91
VAYDJ6IT3JR30UG1,PE,22,12
VEKSRQ596AD9PL4Q,PE,24,77
VKMJ64JMYWLENDGQ,PE,9,67
VMUT9KYJLVTL53G5,PE,9,56
VODYYW6N25LJ9118,PE,26,87
VP9I9ITEJONDP7SL,PE,9,75
VYMKL4B48331FRE9,PE,9,58
W28RXCJLARCF6Z61,PE,44,28
W7C8J280X4ID6ZKY,PE,7,56
W7CDW9ZP559CTFXL,PE,21,9
WBEE7P15RH65NU3D,PE,23,51
WCLY57SR26T47S4H,PE,28,43
WIMKY8RUQFT8SPJH,PE,27,29
WJJOZ2510HHVAEFG,PE,10,91
WJZQNLSNGGAIH86T,PE,22,3
WL6BIADHXS1R2VTF,PE,37,82
WM8SL2VTY3SPLDD1,PE,25,27
WX5502ILBQ0TMPP4,PE,17,156
X1OAF6MQY5RFEKOS,PE,25,26
X32UF250O3M7T2PR,PE,21,73
X6MM6X8F66KMCD07,PE,25,16
XCWHRV6JZHQCOZ1B,PE,11,63
XHW5DFEIAM3FKJEN,PE,29,19
XKHMO0YO1M0WGDH3,PE,9,77
XLA875XJZAYQDB09,PE,16,53
XOFW67EKN15C5GXA,PE,14,108
XQU4PFVIMDWBDQ0V,PE,11,55
XSIX9OMKZOVGFY3A,PE,13,59
Y9WTH5W7ZRF8ZCLV,PE,27,25
YA1DQIUTHILO1JV5,PE,16,77
YEM4DVS226N26EXJ,PE,40,4
YGUB29G0M1J4G6J6,PE,5,51
YMB0L71E0JVNIPCW,PE,21,21
YRV4W1B6L18JJXIL,PE,39,16
YWA8EVUCZAV8CJTV,PE,27,17
YY2AGA860QBCETZY,PE,48,20
Z70IJF3B3LLXGUA1,PE,48,53
Z968QPLOJ8CERNKI,PE,29,15
ZDXHI3AX0SIURI8I,PE,28,31
ZM7IRT3162EVSUSA,PE,5,50
ZNKY7RD1Q4C3Z3YF,PE,29,66
ZRJB11RF02ZAJ5GO,PE,16,55
ZZ3UGFB6G4OIWQDX,PE,42,22
"0BITBU9I2NBA5XNN",PH,19,65
"0DX3JKSBU5WLFG9X",PH,33,38
"0F5RBUI056VXVH5Y",PH,25,11
"0I5EORVECACLGA0I",PH,34,5
"0KHB8QFLGZ5NBOU5",PH,29,108
"2GO6ADDXPCX6Q9Z5",PH,22,3
"2P5FNG4LXCZR61VQ",PH,22,19
"3QB41EXJ1W7WHQCX",PH,20,89
"3T289THJD7NM6Q9J",PH,32,46
"3XDMHC54CDHBDAON",PH,61,18
"4QH3A19WLMYGJPAT",PH,19,53
"54HCR8VAC0TLHQIL",PH,22,82
"5V9K90MI06JBLLTB",PH,34,40
"5a75ebeb-aec6-4824-374c-dd90ee1e8502",PH,19,77
"6DDAK4KJDSZS3OK4",PH,33,50
"7LB23J8JKQ0D8B4J",PH,43,12
"80HFQWH9QUFHS4YF",PH,23,6
"8UDATIIOJYCX81H8",PH,21,57
"9851O00H8OVLRHHU",PH,23,54
AYEJXE8LLFA4Y63I,PH,27,56
B732JH7MSW50YIDI,PH,12,136
B8JW5TNKR9VW8LFY,PH,34,3
BBSR3IEDDHSJIGH2,PH,20,163
BVUM4Q5G7494EKLG,PH,10,52
C4JHAVFS8BIB1IZ7,PH,58,73
CBCHB17WAGLNCYHP,PH,45,16
CF0767MSZ7FPLD41,PH,39,29
CLDFON9PQTMXT9YI,PH,24,52
CTQ145PBC8T0EXJZ,PH,27,15
CVWXMVD2XRG5KI88,PH,22,58
CYP9GBDSJVEBZRRB,PH,13,72
D93WXGK7N2QNEUU5,PH,14,55
DE04K7M12VWR8SRF,PH,49,68
DHT8ZJXKCWTSHXSR,PH,13,54
EBW5JZQ87MPGQZ9B,PH,11,54
EKK9D5IDHPWF2YK0,PH,24,7
F33URVBKTUFKH3BJ,PH,23,8
FE010Y5N3WHH5P2N,PH,34,9
HAHI6P30HITUWR8W,PH,43,10
HL43W5GOZUJVGBPC,PH,45,65
IS6DKYGU3NHH6GPK,PH,40,19
IZHQI1JR6GWTFB77,PH,20,90
J5BAICXP14V67YZ7,PH,50,47
KUMVBXBY9J7MFS8M,PH,17,109
LKN02ZLJ59GDBQ61,PH,16,77
LPSC3VHEJ72JC86E,PH,28,9
ND7QEKGJSCUE9VUB,PH,21,8
NGQB2WM54HXX7R3A,PH,13,52
O4VG4TXPOVQ7AO76,PH,38,26
ORRJDPUEBC9V4Y8U,PH,21,18
P5U2Z20CG3ZN5OOX,PH,24,29
P6P9RS6QPBIMH0NE,PH,140,32
PFV85UH9X974QE3K,PH,7,54
PGJ3VRCHYBCF9WYQ,PH,30,46
PMGL55NQYC1WC3PK,PH,27,46
Q8LPTDYTX84ZUE53,PH,24,12
RIPMNE3R75LLLOQ2,PH,26,10
RJLRGE4GA5KE3N2H,PH,22,26
TROZZH3L6D0BKC0G,PH,31,37
TYIKYSGUAE57N70G,PH,22,3
U25SHDZLKZ34U779,PH,21,16
UPJU6FQRUOYYDNB6,PH,26,30
VOCVWURJW8ZLJGDU,PH,9,108
VUFF61AQHF7ALJ89,PH,35,39
WGBDN7ONSQRFRJZ0,PH,21,6
WT03NRFKOBAFFONJ,PH,23,33
WXOYES2I4E1OQIGU,PH,26,60
X9G3MZ8N9CQXSGT5,PH,20,57
XE933K7GY5GPYEEQ,PH,12,76
XNN05FGHX445X1S8,PH,32,63
XT1YYAN2SH98LLON,PH,21,51
Y7AASC2FFVRENYRB,PH,33,17
Z0Q59SOIOZXXGOPY,PH,21,20
Z19MX5ET7HA87298,PH,42,91
ZTNK8H7B1N1GDK6F,PH,21,34
ZUGV7Z9L9BKIH66U,PH,14,94
ZV2STHTHYMQYXB5K,PH,30,52
"050VASIFINH6ZXVS",PL,39,84
"05GTP7GCNUQF2OVF",PL,31,41
"0LARQZZBEAA4YE28",PL,35,24
"0TYH11WRCHQIWQN7",PL,56,97
"0U09XWDD1PDTDOD6",PL,27,38
"12SG6EMREM7ZQKLM",PL,23,28
"14B11A9YTWUPKD1D",PL,127,55
"198GTJ3ISE7BE2QL",PL,40,106
"1CJIAY9F6SCPJNX5",PL,38,92
"1DAVK9BIW1SG7QVF",PL,21,28
"1GMAEM6QE2OVW9K8",PL,13,50
"1HCEVDNVVCVWHVJA",PL,4,56
"1YNHUL9SJECFOLH7",PL,36,45
"22IH62RVZT2796WQ",PL,7,88
"25FH8M5QMC5L1ZX3",PL,40,30
"25TFT20P58LYVH3J",PL,22,5
"2931S4511S63GOY3",PL,41,46
"2PXO76RBNZ0MMUDF",PL,29,17
"2VX7IK0CR84TVXJE",PL,29,50
"37WGN96JWUL39XDI",PL,29,11
"3ALK942AKAVYH2Z0",PL,11,94
"3G2COROH862TIG2Z",PL,33,67
"3JGYFUPOHJV4VJ5Q",PL,12,95
"3VMIFCVW1OQR9WNT",PL,3,53
"3XH7G3EJVDK8KNSP",PL,10,53
"490IKV7TV6NBQWRG",PL,9,73
"49YN6L6ZFJZH3Y81",PL,28,37
"4ATS8QYBU9RUSB9S",PL,26,35
"4H3JFFVPSS2KFPYH",PL,5,53
"4LZFPY9LOA36M0JP",PL,30,57
"4P00DGALS2HB7HPF",PL,35,35
"4P4SP4JV1ET8LQ1X",PL,22,23
"4Q39DU4X3KWZSXG4",PL,114,2
"4S85EU54F10LHB2D",PL,5,57
"4WYH6IWIEDF19XYX",PL,11,66
"53TRM2XGYO1PVX5N",PL,28,29
"5EPIWP85QWGQFMIR",PL,40,30
"5F6L5ZHC9T2JU7J5",PL,29,21
"5IJ40JK842G1G5XX",PL,19,68
"5MGFIV8VAGS7O3DY",PL,107,19
"5NLY1NWOKZ6430XC",PL,43,26
"5WWY8MWL2ZSP3P71",PL,29,53
"5XGFH81FRBM9YKAX",PL,32,113
"5Z3OQPDRGN17D2R7",PL,32,133
"5a17cf4a-831b-749d-d34c-5f7a260d5836",PL,3,71
"6A79N43DBMIGQ61Z",PL,42,60
"6BDJ4RWHHDZZHG84",PL,24,29
"6EI3GH2M63EMB1U9",PL,44,17
"6NGZY1VCSZYS4MTH",PL,32,35
"6NJZ47BEJQKREYX4",PL,21,29
"6P7Q6NUUNKWT2ZMB",PL,8,53
"6PHDNU2ITUCWOCQS",PL,8,54
"6T197ZUHUIQCGIHS",PL,42,90
"6X7V3J2CMDE8FQBA",PL,26,60
"6XOBT77ZXFIP03X1",PL,16,83
"782b7a02-8fd0-4a45-3647-e56e86d81bc5",PL,30,37
"786J2SW9DCZ3U1UO",PL,28,8
"7A5EXM1DY0TAJVO2",PL,10,54
"7DK5HVYR717MYTVG",PL,24,44
"7E5WEVYPKJ940ZAD",PL,136,155
"7GUHQ0QW57IYZNGW",PL,76,15
"7MFH4SUM3WPCAOXE",PL,24,23
"7OXPQHBTJFZZ5P5A",PL,39,49
"7SJROZ5CE1X1SBOV",PL,47,15
"7UQ59KNIIRYUM4UF",PL,9,62
"7VZFVW1MNV3MLZCL",PL,88,65
"83UGO27DXICGE1DB",PL,43,75
"847YIAEUHH78OG1Y",PL,7,52
"8ANQICTONV01GUX5",PL,22,44
"8FZ48P4DJHMGA35U",PL,30,2
"8GDJIZI788EFPS1F",PL,7,79
"8JL3MTUOH5MDDHEV",PL,38,54
"8LBHTB6C5YRTXD9M",PL,9,98
"8LLFRB74J1NN231H",PL,25,28
"8MQOFMBG0Q1QCMQ0",PL,31,58
"8NX1ZZU7QVZOZA4X",PL,33,56
"8NXF98V5V0B02UEB",PL,26,20
"8ZIMN9BXBRDYHCO3",PL,22,27
"90ADZ2TIIADHAPMJ",PL,10,51
"919INMVVDEZLN0HT",PL,29,30
"948QKLDDXI8ZIJ61",PL,7,53
"97C0RCPGG2DN6YBY",PL,32,13
"9FHIIIE79FZQT70Y",PL,26,88
"9K1QR66QJZDOKJSO",PL,4,95
"9O6G97RL2BXPGSB5",PL,22,1
"9V45H2DEVI8X1VEM",PL,27,24
"9Z7JI156KZIZES7G",PL,26,32
A1IBQGBKXBRK2DYQ,PL,18,54
A7K5GAK6P506GLGC,PL,24,64
A9NJ14CEEE4HHNC2,PL,52,41
AFPHJCD1YPYEXB7S,PL,66,27
AGU2FG81HW13ECB0,PL,26,26
AHIPCQ4PB3TTA6Y5,PL,58,12
AUL2RY78LVRUOXSF,PL,7,56
B0QZSVJO6EYZR8LI,PL,3,58
B12RPKCWGHRNLSD0,PL,22,41
B42B2CVGXO1KYGJO,PL,33,42
B8KTQNH0AH8SHACG,PL,37,2
BG8F86RB4K9V43R3,PL,8,60
BJUB19MOKLBPJYQK,PL,18,83
BOSTUZ6QXEZ72LQY,PL,176,244
CB7P893Q333AWFO4,PL,29,52
CBIVXADM0DVBF4VV,PL,75,26
CJ7GHSTA9L0Q6IKA,PL,29,37
CJCXRUKTZ8GJ0Z95,PL,57,69
CJESGCOSH8WDFN6J,PL,44,3
CQ0JSA6ODP7G2IUZ,PL,5,85
CU95W1T4CUUZFEL4,PL,8,58
D464SONXFG4TPLGD,PL,6,55
D8JRHF1BK2XOJMLK,PL,6,63
DGPVSAZ0YXNA1CP1,PL,21,19
DKEIJIPAIDKFYA29,PL,25,8
DKGYJBIG1ZMRROST,PL,7,50
DT50XWNZS2U4KY06,PL,9,54
DTDH5TJUYPW389ZO,PL,23,5
DVJOKCFPG70AJHVP,PL,15,70
F11YLAP5UM90YW7Y,PL,26,85
FC7YGHIHZG1T9WTI,PL,25,50
FDR0U3QUYIJZRYRG,PL,21,35
FF1XF7SNA2YX9XC1,PL,17,58
FFIQ6ZJAFX0H9J9F,PL,55,34
FHG9P49HAM7YS4U8,PL,52,48
FM7KAOK3Z1T22TTQ,PL,16,99
FOPRJ3F9LHZ3WBLS,PL,23,39
FSBLIXHCVER6K8LB,PL,13,53
FYWRXYP7QJO5ENNM,PL,25,9
G6VAEUAOZ1ADRKM7,PL,37,51
GCD1J572UA4QBZBX,PL,4,62
GEGMDYVSF6YEYEQL,PL,22,10
GGPMP0LUT036FW7P,PL,8,56
GRMDM9EUK9FKGZJT,PL,17,56
GW55JGF0ISYGJRCP,PL,23,19
GZ6YUNUJW9365LV7,PL,106,88
H1315EYQUW5LIC7E,PL,6,52
H2T3ZKTAQ64OAOLC,PL,22,21
H6MXII1HIXKQK14P,PL,22,24
HDYEDDY9D0R5PVJA,PL,27,48
HEBAJ2W5VYXR3SKC,PL,12,92
HFYTUJT4XRGRT6F1,PL,6,53
HIDGLN6DPAHIAWUN,PL,21,35
HQHAMDD1LD15XHER,PL,12,61
IE0EYPSCY2VXOUVT,PL,17,72
IESK841L419K8NBC,PL,34,8
IGEM1VZ151WCN4WJ,PL,53,43
IK6IG24YI0HABPW3,PL,34,32
IS19VMONPJW3QGFB,PL,67,112
IS5DY1ADMG6WTKN4,PL,22,28
IU6WIL2AM6ZR59ZG,PL,33,38
J0TE7T25KTJ7F9T9,PL,23,96
J1LXH6STDUDGBI4J,PL,23,56
J6GYBHX1NWJ4I76G,PL,23,21
JBAKGZ85GN6PX5KM,PL,25,2
JDCFRUIT784EAH9C,PL,55,123
JEVH3HFJKWBFCPN9,PL,28,18
JMAT5OI7CGB9O659,PL,6,64
JNMOA2Q4LSP8NQVE,PL,46,11
JPQCA9ZBR4U5W08P,PL,5,58
JV6VKEDPWVBEFHQA,PL,33,43
K1OVXOEJ0FUE1OON,PL,28,30
KKQVXRPCL4HJLQ09,PL,45,38
KKVW0JCCXOSOKP0S,PL,42,91
KUKR8NLIEVCX1YCN,PL,27,67
L1DQFBPWUQEOH20Y,PL,42,58
L1DQFBPWUQEOPRWZ,PL,39,52
L33BMUX7MILJBSNI,PL,15,127
L8RT7UB6BU2ULFXL,PL,27,40
LEPF961YW5CS6K5D,PL,28,25
LG764CBQBFT074XR,PL,8,52
LGHOOVWA313TECR1,PL,8,77
LK4FYQA3DH6A3WYA,PL,32,59
LLEOJCOYICUDCTW5,PL,24,12
LPICIUSMZ6J7AV4S,PL,4,60
LQTP8WZM70V6SNHA,PL,59,56
M4KQN8PH1TILHKGM,PL,94,70
M6HDDN29IBR0TPFR,PL,9,56
MCSODY005MDCG44T,PL,26,9
MF0SNCMS7NMQNONF,PL,5,61
MGICUQV5HYICI7V5,PL,23,22
MJ06LXP39F8OGFQM,PL,19,61
MLK2J0L4WDD4295E,PL,21,26
MPL23SPE6VQVEYKE,PL,8,66
MQPXIEOONMJ7VCCW,PL,6,61
MSI7ZPGAWJG7MEX9,PL,70,77
MTF6QKVIZ5Y527Y9,PL,3,52
N812GRNOM9AKOLA9,PL,13,72
NCZOBIZRAF92YG5J,PL,136,31
NEBLROQQL9STHQUB,PL,23,17
NF7POS9VYRX7KL3Q,PL,36,72
NKMUW81WK418OBQP,PL,40,132
NR6T998SQT5KGBXB,PL,4,56
O3OQPARRI2N9VUA5,PL,24,22
O594D0JPSM5EJ2EX,PL,33,69
OA2377UO9XIVX29S,PL,50,27
OAP9GVOKXGM4QWOM,PL,28,68
ODWH3B5GKTX2BYWP,PL,25,41
OFFMDM39DF7PV6BF,PL,149,13
OHT3RFYVFOAG55BU,PL,29,31
OJ98BO4CSYKRLV49,PL,59,17
OO20AAQP2VG8Z8T5,PL,4,53
P5W7NLGZ7BD6BT10,PL,68,67
P9PSSJGXQQ5OM5BC,PL,119,173
PFFDI932EEJGFAVC,PL,15,68
PIH5NOX6PGI1RZWG,PL,23,7
PLNRZFW6E9N93VDG,PL,352,451
PM9TZ980C4XZ9GOM,PL,22,6
PPMW7E5SL2H2GJ2I,PL,29,14
PR6US9PPYOWEMOYZ,PL,24,59
PSOSPSD3I38NZ39N,PL,81,176
PU9J199JSPMHI7TH,PL,26,24
PYIXCKUOIND6SB2Y,PL,53,106
Q0TMKFEWAUATQFM7,PL,183,283
Q5NDF97P7DBLADHC,PL,26,35
QGG8MN8CCOUY88Q0,PL,13,53
QGVA89DUO6BX4QP0,PL,13,50
QIJ03FESCAPOO9T0,PL,35,60
QOZ92NQL3O40ZJBZ,PL,21,35
R22TX5DB3B76ERWJ,PL,21,44
R4IZEY2OCKKKLS42,PL,34,6
RBKGYTADJ69PV8H6,PL,21,37
RH95ZY2K2JQ697AA,PL,51,52
RIY28MF7FM6QU1GB,PL,38,79
RK1UM6EWZHKEP143,PL,24,27
ROX56SA31WIA8SL9,PL,21,21
RPTQA2SJIAXORJ68,PL,22,21
RWLTN7GQQOO8K7CB,PL,23,74
S3TXJFAX4VN7NMV4,PL,19,75
S79A9PLC7OX0ZC5A,PL,7,57
SB1NQG61A0H6QZB6,PL,17,54
SBUZH39YEUIAOL5B,PL,31,44
SDLDUAFDH152643N,PL,45,34
SDOWKZU7ALS4KZJ4,PL,24,38
SPQHCOPXFDGDWU9K,PL,87,45
SQQ0MEZGRWWEJKK4,PL,16,100
SRW833SELM95KD82,PL,22,22
SYEOUINMCUASYAWX,PL,25,55
T6IZ398XLPHPGVPH,PL,24,29
T95EA7W4T4Q6OWXS,PL,44,73
TLTBNMIWHD5O8R3U,PL,127,212
TMYD34YUJSAKO8QE,PL,33,58
TRTTS4JFHGR41NWS,PL,18,62
TSJ0A8NRL65IZ4AX,PL,30,47
TW34KYE9VAJ24XOC,PL,6,70
U5BSYPXD6Z7C15MW,PL,31,32
U657RS3BKSMAJOE5,PL,101,71
UA3TQADDBF6F9MCD,PL,42,3
UH27GPMO3TG8EV24,PL,21,37
URJKHVHSEZ9KJOSN,PL,13,113
UXHJP6OBOISBL1Z2,PL,10,59
V0XEJB7UCEHROCQL,PL,22,38
V1VW2BRG1ADX4LIW,PL,21,25
V3AK31TBIKTIK8VJ,PL,16,73
V8IRTDMCBH866I0P,PL,23,30
V8UIN3RW44BJ61B4,PL,24,71
VEUKSWLAH547SRWG,PL,50,18
VM2E0GE6FL1Z7QZ3,PL,397,207
VOPBA54D0QXIDZIP,PL,54,21
VPYBSY2WJ5ZNH24C,PL,21,47
VQ0BC5MLQOJYM0CB,PL,70,130
VQDMV6SFTQKSINB4,PL,329,580
VR8584FPT9ZMSGGY,PL,34,48
VS7RS5K33RFMYPAK,PL,29,48
VSP3MAEZ7UKI85FS,PL,42,88
VW32IZLIFGOAFY87,PL,6,87
W0E2LE8ZDSW1PN66,PL,53,11
W49BSUUBCCPI8C2Z,PL,40,3
WCAIVSZWQ1QI0JVM,PL,148,53
WCZNV55BHET8O06Z,PL,54,92
WDOZUDTUBGX6OYS3,PL,21,20
WHD8B4661860LX55,PL,26,109
WM71R086LJPHCOY1,PL,4,104
WO7RGOWSHVTNC7TO,PL,23,35
WS0DZ2LWS0FNH2M9,PL,34,199
WTD3Y5QAATNENA4N,PL,38,68
WWAX54OD7IGXAZVQ,PL,10,51
X0DAG7MV00BOAPDA,PL,24,20
X24MYHTSCQTDNID9,PL,23,27
X25T1BNJV3QQO8G0,PL,22,18
X7M7OQRU2HRU5JYD,PL,33,34
XBCOW3VM8CMS1BF5,PL,23,32
XD7E2KW1BMHT64R9,PL,64,47
XF6XHYQ6Z0NKB4M4,PL,188,20
XGFT79G39XNZMRFP,PL,17,63
XIZ82S70JDT6UDH6,PL,3,62
Y6CHSINLWJKCW1PO,PL,44,13
YBSGB0K9RADHZZEF,PL,28,54
YJYBZIZMSVRZB0MW,PL,22,108
YMAM9FN65RR5UVFQ,PL,49,109
YMDQR6D6OGYXLIAU,PL,58,13
YMXT000OFM0P16W0,PL,27,18
Z667QGR4Q1NK8ABR,PL,21,29
Z7CLWHL0LOBVYSPW,PL,25,15
ZC2E0M6G08SC4CV1,PL,25,41
ZD2BWNKIK63AKDRH,PL,34,62
ZGYUKO1FB59IGFZO,PL,28,28
ZM7810978U462R07,PL,58,74
ZODF5RNLNJ0N5EKA,PL,31,37
ZRSWKVB9S5GBWTYB,PL,8,50
c992f334-c675-4d86-ee8f-9f3a808dd526,PL,22,17
c9e36406-4d01-ac50-f492-593559329632,PL,12,58
"0697FJ4HIQ9QFV97",PT,26,88
"07AXQUPG3U9LUR52",PT,23,19
"0B7C7Z067F7OFO99",PT,23,53
"0F6Y17PLHBJP2V50",PT,19,69
"0J19EHUG5YGX8TGI",PT,22,52
"0NZV1B7EUXRU5SJJ",PT,9,126
"0SZBF96WYRWP6Z7S",PT,18,52
"1FN66RN76WUH9XF9",PT,29,58
"1NWPVMAO4OM71KYA",PT,38,71
"1c00e961-71fa-c8c9-f019-5bed4cbf50e8",PT,35,85
"25MYORL0YC3B41UN",PT,22,57
"275ZNL0CGEXF2GAQ",PT,41,106
"2F0CH8BDZYCVLHE1",PT,22,49
"2HR4B7ZFW3PF103C",PT,243,380
"2XGL9CDDJGOBNEY0",PT,28,103
"2Y7W8O565F86KJ89",PT,34,39
"2YT6AJXLA99DLC1V",PT,19,50
"31LOU2VBLI3ZCO6R",PT,13,75
"332ZMI6VQZCTRJ8Q",PT,22,41
"3DU3IWDO9SFZ8OPQ",PT,21,44
"3G4NZGNBG9B791CE",PT,41,82
"3NG1U95CYWDSN2K7",PT,39,68
"47DF9S3NTCJB6L9P",PT,11,67
"4A6T3QP7XVLUQ7GU",PT,14,105
"4APJJ58J8BVQQYGJ",PT,40,35
"4B4M5H55JT89QYT7",PT,24,34
"4BOECEWTXBNKFAHJ",PT,15,108
"523T40YOHCE45YHR",PT,57,84
"5GSLX97K9QY142YC",PT,22,24
"5JJ2F4GUKMIJ8S7D",PT,26,35
"60ZH5B6S93ILOCUM",PT,15,56
"6GC4ACOVBI4KUXHE",PT,5,51
"6M1AJ6H94MXBZ1L1",PT,43,64
"6ZKA9EVUQE6LAVMR",PT,40,60
"753UP0JZ0HG02Z0R",PT,52,60
"7HYEXPFF32JRK2FF",PT,23,51
"7XC7LWLY9O6U525X",PT,11,73
"86KSLDIVMT9YQ6Z0",PT,23,45
"8K4FB51EQ0X3EOYU",PT,39,132
"8LBGRVBMS6OUY4GK",PT,39,143
"8T8H742G881LFBSG",PT,9,50
"8WF2HPXSHWNWZLU4",PT,29,50
"939049db-2b99-da65-a8e3-a82a39855df6",PT,28,58
"9A631EGVWWBB108M",PT,21,131
"9J6SLAWJRSQ3907F",PT,22,30
"9QHPVC8IKBK3QVBP",PT,24,39
"9QYKH2BFB5YYIQDW",PT,45,71
"9TDNI9EW7D8UUX3Q",PT,38,104
"9TGMX0OWGDINGQSR",PT,25,165
A6AWMQT19D04MTLP,PT,12,59
ASJ68SS3VYUU3FST,PT,7,52
B0ZUULEO0Q5Q09KI,PT,7,89
B33RUOPLX6LO2ANG,PT,10,56
BL3M7KYFAGE1O6H4,PT,32,51
BNAS4C6F9AAS9Y9L,PT,33,41
BQSUPGT8V3FDXAUQ,PT,8,65
C1T3U4POGAQVFR8J,PT,28,110
C6PAA6PHTMAVDH2H,PT,23,35
CNTU3HJHED0EOKR3,PT,17,53
CU20XOP11BO6J0K3,PT,25,82
DEYJJJEFGH08S0RK,PT,25,50
DFUZ305NOHBMIRW4,PT,11,82
DLR726PE2SQ2BVPV,PT,27,69
EH0QB7TL9K0HKVDF,PT,14,58
EP0OHRCM5ENS5RK0,PT,51,121
EVEUBDI32YPGNWRK,PT,19,60
FMB1EU4FZSKKCUQH,PT,10,70
FN1HQYLUPARO61SM,PT,14,88
FV5VUUXWU0C5XRI1,PT,22,100
HKQTWXUIMGBV7M4A,PT,24,64
HMZDIYO20C8OLJLE,PT,24,32
HOQ32AHL754ZUZM6,PT,11,64
HQV11X9QJU0XR60H,PT,27,56
HRK4OO0WVQIUA0AA,PT,29,41
HSJQ7Z2W2NZ23QVD,PT,34,49
I5XSE7619BCCV13Q,PT,45,54
IGJD4QYXX30JVCF0,PT,28,87
IRJ0MTCU1RTY25GD,PT,10,81
IXONOPMLB06A9ETL,PT,29,87
J256NR1F6YBG963O,PT,29,126
J7J1B7XYJPG6XUDE,PT,13,50
JLOLN23I2MONHNZL,PT,8,68
JWV6L5ZQ06V19C8M,PT,17,80
